"","X.3","X.2","X.1","X","org","start","movein","address","status","area","type","residences","women","men","ownership","members","residents","visitprocess","newMember","decisions","leader","leadergroup","fees","income_sharing","labor_req","member_debt","food_current","food_planned","food_local","meals_shared","meals_restrictions","meals_practices","alcohol","tobacco","religion","education","healthcare","source","lon","lat","geoAddress","no_meal_restrictions","vegan","vegetarian","organic","omnivorous","no_gmo","no_restrictions","raw","paleo","opportunivore","kosher"
"562",562,562,562,562,"Nautilus Corps",2018,"2018","tbd Washington, District of Columbia, 10598 United States ","Forming","0 ","Shared Housing, Cohouseholding, or Coliving ",2,"50%","50%","Individual community member(s)",1,"Non-member Residents: 0","Visitor Process: email me
","Yes","Decision Making: Voting (majority or super-majority rule)","Identified Leader: Yes","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: Partial share of income","Required Labor Contribution per Week: 10","Open to members with existing debt: Yes (some debt)","0%, or close to 0%","Up to 25%","0%, or close to 0%","Approximately all meals","No – people may eat however they wish.","Omnivorous ","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices)","Education Style(s): Public Schooling","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/nautilus-corps/",-77.0022938,38.9027852,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"563",563,563,563,563,"Neopolitan",NA,"No Info","Route 41 Naples, Florida,  United States ","Forming","No Info","Commune, Ecovillage, Shared Housing (multiple individuals sharing a dwelling.), Ethical Business~ Investment Group~ or Alternative Currency",0,"No Info","No Info","Community controlled land trust",NA,"No Info","No Info","Waiting List","Decision Making: Consensus (everyone agrees)","Identified Leader: Yes, multiple identified leaders","No Info","No Info","Shared Income: Partial share of income","No Info","No Info","0%, or close to 0%","From 50-75%","From 50-75%","2-5 times per week","Not at all important – people may eat however they individually choose.","Omnivorous, Paleo, Local, Organic, GMO Free ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","Education Style(s): Home Schooling, Private Schooling at the Community, Up to each individual","Healthcare Options: Full Community Plan, Partial, Special, or Limited Community Plan","https://www.ic.org/directory/neopolitan/",-81.7948541,26.1420296,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"564",564,564,564,564,"Neruda",2006,"2006","1392 VT Rte 232 Marshfield, Vermont, 05658-8067 United States ","Forming","200 acres","Cohousing ",32,"31-40%","31-40%","Individual community member(s)",5,"No Info","Visitor Process: Contact us, preferably by email, but phone and snail mail are okay too.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","Up to 25%","From 50-75%","Between 26-49%","1-3 times per month","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Vegetarian Only, Mostly Vegetarian, Vegan Only, Mostly Vegan, Opportunivore, Raw or Mostly Raw, Kosher, Halal, Dairy-Free, Gluten-Free, Members make their own choices","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Members’ choice","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/neruda/",-72.3058917,44.3527025,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"565",565,565,565,565,"Network for a New Culture",1994,"1996","PO Box 50388 Eugene, Oregon, 97405 United States ","Established","No Info","Unspecified, or Other",0,"No Info","No Info","No Info",500,"No Info","Visitor Process: Please email a note to [email protected] to get on the mailing list for our events, which occur throughout the year, on both the East and West Coasts, the Southwest, and Hawaii. Since we are a tribe, a community of the heart, rather than a land-based community, visiting our community is done by connecting with the many local New Culture groups in various parts of the US, and by having you join us at events… see our website for events and contacts for local groups.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","Open to members with existing debt: Yes","No Info","No Info","No Info","Approximately all meals","Somewhat – there are some dietary restrictions or customs.","Vegetarian Only ","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: Yes, used occasionally.","No Info","No Info","No Info","https://www.ic.org/directory/network-for-a-new-culture/",-123.0912937,44.0198506,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"566",566,566,566,566,"Nevada City Co-housing",2002,"2005"," 200 Redbud Way Nevada City, California, 95959 United States ","Established","11 acres","Cohousing ",37,"50%","50%","HOA owns the exterior, individual owners own from the walls in.",59,"No Info","Visitor Process: Please call 530-470-8958 to arrange a tour.
Please email [email protected] or [email protected] if you would like to know about possible homes for sale or rent. Also check our website for descriptions of homes available.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 1","Open to members with existing debt: Yes","Up to 25%","Up to 25%","From 50-75%","2-5 times per week","No – people may eat however they wish.","Omnivorous, Local, Organic, GMO Free, Mostly Vegetarian, Dairy-Free, Gluten-Free","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Eclectic (integrates multiple religious or spiritual beliefs), Christian, Buddhist, Jewish, Wiccan, Quaker, Sufi, Native American, Unitarian Universalist, Paganism or Earth Religions, Mixed Eastern Philosophy or Practice, Hare Krishna, Rainbow Family, Ananda Community, Atheist, Agnostic, Humanist, there might be others","Education Style(s): Home Schooling, Private School off the property, Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/nevada-city-cohousing/",-121.0270094,39.2664193,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"567",567,567,567,567,"New Brighton Cohousing",2001,"2007","6020 Soquel Drive Aptos, California, 95003 United States ","Established","0.9 acres","Cohousing ",6,"71-80%","21-30%","The entire community membership",19,"Non-member Residents: 4","Visitor Process: For more information or to arrange a visit, please send an email to [email protected]
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 1","Open to members with existing debt: Yes","Up to 25%","Up to 25%","Almost All, around 90%","1-3 times per month","No – people may eat however they wish.","Omnivorous, Vegan Only ","Alcohol Use: Yes, used occasionally.","No Info","Common Spiritual Practice(s): Eclectic (integrates multiple religious or spiritual beliefs), Christian, Buddhist, Jewish, Protestant, Quaker, Unitarian Universalist, Paganism or Earth Religions, Atheist, Agnostic, Humanist","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/new-brighton-cohousing/",-121.93492,36.988921,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"568",568,568,568,568,"New Community Cooperative",1971,"1971","425 Ann St East Lansing, Michigan, 48823-4410 United States ","Established","No Info","Student Housing or Student Co-Op",2,"No Info","No Info","Community controlled land trust",15,"No Info","Visitor Process: Visitors for a tour or shared dinner are welcome any time. Visitors wishing to stay overnight or wishing to be in the house unaccompanied need to contact the community at least one week in advance (preferably two) and ask if they may stay as a guest. Overnight guests are limited to a few nights. If the house cannot be reached directly, the co-op’s business office can very helpful in opening lines of communication. Please contact New Comm’s Membership Officer via www.msu.coop/new-community
","Yes","Decision Making: Voting (majority or super-majority rule)","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: Partial share of income","Required Labor Contribution per Week: 2","No Info","0%, or close to 0%","No Info","No Info","About once a week","No Info","No Info","Alcohol Use: Yes, used often.","No Info","No Info","No Info","No Info","https://www.ic.org/directory/new-community-cooperative/",-84.4783135,42.7359457,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"569",569,569,569,569,"New Creation Christian Community",1969,"1974","New Creation Christian Community Nether Heyford Northampton, England, NN7 3LB United Kingdom ","Established","200 acres","Commune, Spiritual or Religious Community",43,"50%","50%","The Community",550,"No Info","Visitor Process: Community houses are open to receive visitors on a temporary basis for up to 6 months (which can be extended to up to 12 months). If visitors’ stay is longer than a week, they pay a board-and-lodging charge, but the remainder of their income is at their disposal.
Please contact us by email ([email protected]) at our central offices if you would like to visit one of our community houses.
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: All or close to all","No Info","Open to members with existing debt: Yes","Up to 25%","No Info","Up to 25%","Approximately all dinners","No Info","Omnivorous ","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Christian","Education Style(s): Public Schooling","No Info","https://www.ic.org/directory/new-creation-christian-community/",-1.0421938,52.2107196,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"570",570,570,570,570,"New Earth Song Cohousing LLC",2006,"No Info","123 234th PL SE Bothell, Washington, 98021 United States ","Forming","0.5 acres","Cohousing ",2,"50%","50%","A subgroup of community members",9,"No Info","Visitor Process: Contact [email protected] (or call Dennis at the number listed above) to prearrange a visit (email is preferred). Advance notice is required. We schedule periodic public open houses/tours and sometimes arrange individual visits for long-distance travelers. Tours are also sometimes combined with shared meals in the Songaia common house. We may be able to arrange use of one or both of Songaia’s guest rooms if you are visiting from afar. Some of Songaia’s current members moved to the Northwest to join our community, and we expect this to also be true for New Earth Song Cohousing. See the Songaia website for information on Songaia’s location.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: Members have completely independent finances","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","No Info","No Info","No Info","No Info","Not at all important – people may eat however they individually choose.","No Info","No Info","No Info","Common Spiritual Practice(s): Buddhist, Sufi, Unitarian Universalist, Other","No Info","No Info","https://www.ic.org/directory/new-earth-song-cohousing-llc/",-122.2300272,47.7855765,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"571",571,571,571,571,"New Kurukshetra",2012,"2018","5425 Parry Ave Central Eastern Texas, Texas, 75160 United States ","Forming","100 acres","Ecovillage, Cohousing, Shared Housing, Cohouseholding, or Coliving, Spiritual or Religious Community",0,"No Info","No Info","A subgroup of community members",15,"No Info","Visitor Process: Email or phone our primary contact.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: None","Required Labor Contribution per Week: 8","Open to members with existing debt: Yes","Up to 25%","100%","Almost All, around 90%","1-3 times per month","Somewhat – there are some dietary restrictions or customs.","Organic, GMO Free, Vegetarian Only ","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Eclectic (integrates multiple religious or spiritual beliefs), Mixed Eastern Philosophy or Practice, Hare Krishna, Agnostic, Humanist, Any faith or tradition is fine as long as no meat or intoxication. ","Education Style(s): Home Schooling, Private Schooling at the Community, Private School off the property, Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/new-kurukshetra/",-96.7034484,33.0300831,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"572",572,572,572,572,"New Lebanon Mobile Home Park",2000,"2000","361 W. Main St New Lebanon, Ohio, 45345 United States ","Established","8 acres","Cohousing, Unspecified, or Other",53,"No Info","No Info","Multiple stakeholders",30,"No Info","Visitor Process: Send us an email!
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","No Info","https://www.ic.org/directory/new-lebanon-mobile-home-park/",-84.3923633,39.7470093,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
